run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260916-223613	feature_only	1	16948	2032948	162	TROLL	FEMALE	14	14	45	3,31,-1,2,-1,26	cavern	20176	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	163	MAGMA_CRAB	MALE	37	13	15	4,31,-1,29,-1,0	cavern	23438	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	164	MAGMA_CRAB	MALE	37	14	15	4,31,-1,29,-1,0	cavern	26233	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	165	MAGMA_CRAB	MALE	40	13	15	4,31,-1,29,-1,0	cavern	20737	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	166	DEMON_15	FEMALE	164	9	3	4,30,-1,38,-1,0	cavern	23517	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	167	DEMON_15	MALE	164	6	3	4,30,-1,38,-1,0	cavern	22011	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	168	DEMON_15	FEMALE	163	7	3	4,30,-1,38,-1,0	cavern	24557	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	169	DEMON_15	FEMALE	162	8	3	4,30,-1,38,-1,0	cavern	29111	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	170	JABBERER	MALE	32	178	32	4,31,-1,20,-1,21	cavern	23165	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	181	CROCODILE_CAVE	FEMALE	137	170	58	4,30,-1,2,-1,9	cavern	29107	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	191	BIRD_OSPREY	FEMALE	186	49	97	4,31,-1,-1,-1,52	surface	29212	0	1	1	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	192	REACHER	MALE	15	191	33	3,31,-1,20,-1,27	cavern	23612	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	16948	2032948	193	WEASEL	MALE	191	90	91	4,31,-1,-1,-1,51	surface	28017	0	1	1	0	1	-1	0	1
20260916-223613	feature_only	1	16948	2032948	194	OLM_GIANT	FEMALE	191	148	38	4,30,-1,11,-1,12	cavern	27674	0	1	0	0	1	-1	0	1
20260916-223613	feature_only	1	17393	2033393	162	TROLL	FEMALE	17	11	48	3,31,-1,2,-1,26	cavern	19731	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	163	MAGMA_CRAB	MALE	30	6	15	4,31,-1,29,-1,0	cavern	22993	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	164	MAGMA_CRAB	MALE	33	10	15	4,31,-1,29,-1,0	cavern	25788	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	165	MAGMA_CRAB	MALE	37	12	15	4,31,-1,29,-1,0	cavern	20292	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	166	DEMON_15	FEMALE	173	12	3	4,30,-1,38,-1,0	cavern	23072	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	167	DEMON_15	MALE	169	15	3	4,30,-1,38,-1,0	cavern	21566	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	168	DEMON_15	FEMALE	168	9	3	4,30,-1,38,-1,0	cavern	24112	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	169	DEMON_15	FEMALE	167	7	3	4,30,-1,38,-1,0	cavern	28666	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	170	JABBERER	MALE	27	170	31	4,31,-1,20,-1,21	cavern	22720	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	181	CROCODILE_CAVE	FEMALE	136	177	59	4,30,-1,2,-1,9	cavern	28662	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	191	BIRD_OSPREY	FEMALE	152	77	103	4,31,-1,-1,-1,52	surface	28767	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	192	REACHER	MALE	22	177	33	3,31,-1,20,-1,27	cavern	23167	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	193	WEASEL	MALE	165	65	91	4,31,-1,-1,-1,51	surface	27593	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	194	OLM_GIANT	FEMALE	186	151	38	4,30,-1,11,-1,12	cavern	27250	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	195	TROLL	FEMALE	8	7	29	4,30,-1,20,-1,26	cavern	24289	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	196	DEMON_2	DEFAULT	1	155	2	4,30,-1,38,-1,6	cavern	25157	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	197	DEMON_2	DEFAULT	8	162	0	4,30,-1,38,-1,6	cavern	25869	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	198	DEMON_2	DEFAULT	0	159	0	4,30,-1,38,-1,6	cavern	27596	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	199	DEMON_2	DEFAULT	0	158	0	4,30,-1,38,-1,6	cavern	29583	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	17393	2033393	200	OLM_GIANT	FEMALE	11	191	55	3,31,-1,2,-1,10	cavern	26949	0	1	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	162	TROLL	FEMALE	18	9	51	3,31,-1,2,-1,26	cavern	19438	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	163	MAGMA_CRAB	MALE	28	7	16	4,31,-1,29,-1,0	cavern	22700	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	164	MAGMA_CRAB	MALE	29	6	16	4,31,-1,29,-1,0	cavern	25495	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	165	MAGMA_CRAB	MALE	32	9	15	4,31,-1,29,-1,0	cavern	19999	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	166	DEMON_15	FEMALE	167	0	3	4,30,-1,38,-1,0	cavern	22779	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	167	DEMON_15	MALE	171	1	3	4,30,-1,38,-1,0	cavern	21273	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	168	DEMON_15	FEMALE	173	7	3	4,30,-1,38,-1,0	cavern	23819	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	169	DEMON_15	FEMALE	166	15	3	4,30,-1,38,-1,0	cavern	28373	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	170	JABBERER	MALE	42	167	30	4,31,-1,20,-1,21	cavern	22427	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	181	CROCODILE_CAVE	FEMALE	141	184	59	4,30,-1,2,-1,9	cavern	28369	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	191	BIRD_OSPREY	FEMALE	129	83	100	4,31,-1,-1,-1,52	surface	28474	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	192	REACHER	MALE	30	179	32	3,31,-1,20,-1,27	cavern	22874	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	193	WEASEL	MALE	133	54	91	4,31,-1,-1,-1,51	surface	27300	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	194	OLM_GIANT	FEMALE	182	153	38	4,30,-1,11,-1,12	cavern	26957	0	0	0	0	0	-1	0	1
20260916-223613	feature_only	1	17686	2033686	195	TROLL	FEMALE	21	24	29	4,30,-1,20,-1,26	cavern	23996	0	1	0	0	0	-1	0	1
