arm	rep	listed_rel	first_present_rel	species	ref6	layer	n	countdown_min	countdown_max	departed	died	present	departed_rel_min	departed_rel_max	valid
crazed	1	310	310	WOMBAT	29,20,-1,-1,-1,96	surface	1	27432	27432	0	0	1			True
crazed	1	310	310	TROLL	29,20,-1,8,-1,27	cavern	1	21368	21368	0	0	1			True
crazed	1	310	310	OLM_GIANT	28,20,-1,13,-1,13	cavern	1	27103	27103	0	0	1			True
crazed	1	310	310	DEMON_16	29,20,-1,43,-1,3	cavern	3	20161	28461	0	0	3			True
crazed	1	310	310	PORCUPINE	29,20,-1,-1,-1,90	surface	1	27317	27317	0	0	1			True
crazed	1	310	310	ELK_BIRD	29,20,-1,8,-1,21	cavern	8	20060	26273	0	0	8			True
crazed	1	310	310	CROCODILE_CAVE	29,20,-1,13,-1,14	cavern	1	24623	24623	0	0	1			True
crazed	1	573	573	WOLF	29,20,-1,-1,-1,101	surface	6	20521	28104	0	0	6			True
crazed	1	2110	2110	COUGAR	29,20,-1,-1,-1,79	surface	1	22294	22294	0	0	1			True
crazed	1	4250	4250	COUGAR	29,20,-1,-1,-1,79	surface	1	22357	22357	0	0	1			True
crazed	1	5645	5645	COUGAR	29,20,-1,-1,-1,79	surface	1	21972	21972	0	0	1			True
crazed	1	7164	7164	WOLF	29,20,-1,-1,-1,101	surface	6	21226	29671	0	0	6			True
crazed	1	8970	8970	WOLF	29,20,-1,-1,-1,101	surface	7	20431	29643	0	0	7			True
crazed	1	10704	10704	DINGO	29,20,-1,-1,-1,100	surface	8	22972	29192	0	0	8			True
crazed	1	12355	12355	DINGO	29,20,-1,-1,-1,100	surface	10	20847	28470	0	0	10			True
crazed	1	13848	13848	COUGAR	29,20,-1,-1,-1,79	surface	1	23901	23901	0	0	1			True
crazed	1	15394	15394	WOLF	29,20,-1,-1,-1,101	surface	5	21542	27962	0	0	5			True
crazed	2	455	455	WOMBAT	29,20,-1,-1,-1,96	surface	1	23948	23948	0	1	0			False
crazed	2	455	455	CROCODILE_CAVE	29,20,-1,8,-1,10	cavern	1	20656	20656	0	0	1			False
crazed	2	455	455	CROCODILE_CAVE	29,20,-1,13,-1,14	cavern	1	23978	23978	0	0	1			False
crazed	2	455	455	DEMON_16	29,20,-1,43,-1,3	cavern	4	20805	28807	0	0	4			False
crazed	2	455	455	BADGER	29,20,-1,-1,-1,82	surface	8	20445	27725	0	0	8			False
crazed	2	455	455	TROLL	29,20,-1,8,-1,27	cavern	1	25894	25894	0	0	1			False
crazed	2	455	455	BLIND_CAVE_OGRE	29,20,-1,13,-1,29	cavern	2	22782	24878	0	0	2			False
crazed	2	855	855	COUGAR	29,20,-1,-1,-1,79	surface	1	21920	21920	0	1	0			False
crazed	2	1988	1988	WOLF	29,20,-1,-1,-1,101	surface	3	21210	29326	0	3	0			False
crazed	2	2309	2309	COUGAR	29,20,-1,-1,-1,79	surface	1	27617	27617	0	1	0			False
crazed	2	4009	4009	COUGAR	29,20,-1,-1,-1,79	surface	1	23646	23646	0	0	1			False
crazed	2	5465	5846	DINGO	29,20,-1,-1,-1,100	surface	9	21659	29322	0	4	5			False
crazed	2	7949	7949	COUGAR	29,20,-1,-1,-1,79	surface	1	28558	28558	0	0	1			False
crazed	2	8867	8867	COUGAR	29,20,-1,-1,-1,79	surface	1	29375	29375	0	0	1			False
crazed	2	10800	10800	DINGO	29,20,-1,-1,-1,100	surface	4	20764	26466	0	0	4			False
crazed	3	440	440	BADGER	29,20,-1,-1,-1,82	surface	13	19847	29504	0	2	11			True
crazed	3	440	440	TOAD_GIANT_CAVE	30,20,-1,8,-1,12	cavern	1	25087	25087	0	0	1			True
crazed	3	440	440	TROGLODYTE	29,20,-1,13,-1,19	cavern	18	19794	29604	0	0	18			True
crazed	3	440	440	DEMON_3	30,20,-1,43,-1,0	cavern	4	19920	21385	0	0	4			True
crazed	3	440	440	ELK_BIRD	29,20,-1,8,-1,21	cavern	7	20099	28336	0	0	7			True
crazed	3	778	778	DINGO	29,20,-1,-1,-1,100	surface	11	20367	27773	0	1	10			True
crazed	3	2180	2180	COUGAR	29,20,-1,-1,-1,79	surface	1	23050	23050	0	1	0			True
crazed	3	2462	2462	WOLF	29,20,-1,-1,-1,101	surface	4	23719	28450	0	2	2			True
crazed	3	4121	4121	WOLF	29,20,-1,-1,-1,101	surface	6	21491	28619	0	0	6			True
crazed	3	5541	5541	DINGO	29,20,-1,-1,-1,100	surface	6	19933	28001	0	0	6			True
crazed	3	7415	7415	DINGO	29,20,-1,-1,-1,100	surface	9	22417	29435	0	8	1			True
crazed	3	8672	8672	DINGO	29,20,-1,-1,-1,100	surface	3	20711	29407	0	0	3			True
crazed	3	11053	11053	WOLF	29,20,-1,-1,-1,101	surface	4	23222	28504	0	4	0			True
crazed	3	11957	11957	COUGAR	29,20,-1,-1,-1,79	surface	1	25830	25830	0	0	1			True
crazed	3	13689	13689	WOLF	29,20,-1,-1,-1,101	surface	4	21013	26191	0	0	4			True
crazed	3	15101	15101	COUGAR	29,20,-1,-1,-1,79	surface	1	29648	29648	0	0	1			True
opposed	1	261	261	BADGER	29,20,-1,-1,-1,82	surface	7	22222	28877	0	2	5			True
opposed	1	261	261	BIRD_SWALLOW_CAVE_GIANT	29,20,-1,8,-1,18	cavern	1	29180	29180	0	0	1			True
