run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-164801	persist	1	28805	835205	178	DINGO	2	2	28595	The wolf misses the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	3	2	28602	The dingo attacks the wolf but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	4	2	28610	The wolf misses the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	5	2	28611	The dingo misses the wolf!
20260917-164801	persist	1	28805	835205	178	DINGO	6	2	28617	The wolf attacks the dingo but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	7	2	28621	The dingo bites the wolf in the left rear leg, tearing the fat!
20260917-164801	persist	1	28805	835205	178	DINGO	8	2	28624	The wolf bites the dingo in the right front leg, tearing the fat and bruising the muscle!
20260917-164801	persist	1	28805	835205	178	DINGO	9	2	28626	The wolf charges at the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	10	2	28626	The dingo jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	11	2	28628	The dingo bites the wolf in the left front paw, tearing the fat!
20260917-164801	persist	1	28805	835205	178	DINGO	12	2	28630	The wolf misses the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	13	2	28635	The dingo attacks the wolf but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	14	2	28638	The wolf attacks the dingo but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	15	2	28647	The wolf misses the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	16	2	28651	The dingo bites the wolf in the right front leg, tearing the fat and bruising the muscle!
20260917-164801	persist	1	28805	835205	178	DINGO	17	2	28652	The dingo charges at the wolf!
20260917-164801	persist	1	28805	835205	178	DINGO	18	2	28652	The dingo collides with the wolf!
20260917-164801	persist	1	28805	835205	178	DINGO	19	2	28652	The dingo is knocked over!
20260917-164801	persist	1	28805	835205	178	DINGO	20	2	28654	The dingo misses the wolf!
20260917-164801	persist	1	28805	835205	178	DINGO	21	2	28655	The wolf scratches the dingo in the right rear leg, tearing the fat and bruising the muscle!
20260917-164801	persist	1	28805	835205	178	DINGO	22	2	28659	The dingo attacks the wolf but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	23	2	28661	The dingo stands up.
20260917-164801	persist	1	28805	835205	178	DINGO	24	2	28662	The wolf misses the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	25	2	28664	The dingo attacks the wolf but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	26	2	28674	The wolf misses the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	27	2	28677	The dingo attacks the wolf but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	28	2	28678	The wolf misses the dingo!
20260917-164801	persist	1	28805	835205	178	DINGO	29	2	28682	The wolf attacks the dingo but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	30	2	28685	The dingo attacks the wolf but She jumps away!
20260917-164801	persist	1	28805	835205	178	DINGO	31	2	28695	The wolf misses the dingo!
