run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-185431	caravan_control	1	28269	834669	196	BADGER	6	2	26962	The expedition leader attacks the badger sow but She jumps away!
20260917-185431	caravan_control	1	28269	834669	196	BADGER	7	2	26969	The expedition leader misses the badger sow!
20260917-185431	caravan_control	1	28269	834669	196	BADGER	8	2	26973	The expedition leader attacks the badger sow but She jumps away!
20260917-185431	caravan_control	1	28269	834669	196	BADGER	28	2	27563	The expedition leader misses the badger sow!
20260917-185431	caravan_control	1	28269	834669	196	BADGER	29	2	27568	The expedition leader misses the badger sow!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	9	2	27406	The woodworker hacks the badger sow in the left rear leg with her (copper battle axe), tearing apart the muscle and bruising the bone!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	10	2	27406	An artery has been opened by the attack, many nerves have been severed and a tendon has been torn!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	11	2	27412	The woodworker attacks the badger sow but She jumps away!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	12	2	27430	The woodworker misses the badger sow!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	13	2	27437	The woodworker hacks the badger sow in the right front paw with her (copper battle axe), tearing apart the fat!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	14	2	27441	The woodworker attacks the badger sow but She jumps away!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	15	2	27448	The woodworker misses the badger sow!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	16	2	27457	The woodworker hacks the badger sow in the upper body with her (copper battle axe), tearing apart the muscle and tearing apart the liver!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	17	2	27463	The woodworker misses the badger sow!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	18	2	27473	The woodworker attacks the badger sow but She jumps away!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	19	2	27481	The woodworker attacks the badger sow but She jumps away!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	20	2	27489	The woodworker hacks the badger sow in the tail with her (copper battle axe), tearing apart the fat!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	21	2	27497	The woodworker bites the badger sow in the lower body, tearing the muscle and bruising the guts!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	22	2	27497	The woodworker latches on firmly!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	23	2	27498	The badger sow scratches the woodworker in the head, denting the skin and bruising the fat!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	24	2	27498	The force pulls the neck!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	25	2	27502	The woodworker shakes the badger sow around by the lower body and the lower spine collapses!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	26	2	27502	An artery in the lower body has been opened by the attack!
20260917-185431	caravan_control	1	28269	834669	198	BADGER	27	2	27502	A tendon in the lower spine has been torn!
20260917-185431	caravan_control	1	29881	836281	196	BADGER	31	2	28443	The miner strikes the badger sow in the upper body with her (iron pick), tearing apart the muscle and shattering the left floating ribs!
20260917-185431	caravan_control	1	29881	836281	196	BADGER	32	2	28443	A tendon in the left floating ribs has been torn!
20260917-185431	caravan_control	1	29881	836281	196	BADGER	33	2	28443	The (iron pick) has lodged firmly in the wound!
20260917-185431	caravan_control	1	29881	836281	196	BADGER	34	2	28446	The miner pulls on the embedded (iron pick).
20260917-185431	caravan_control	1	29881	836281	196	BADGER	35	2	28446	The miner gains possession of the (iron pick).
20260917-185431	caravan_control	1	29881	836281	196	BADGER	36	2	28453	The miner strikes the badger sow in the head with her (iron pick) and the severed part sails off in an arc!
20260917-185431	caravan_control	1	29881	836281	196	BADGER	37	2	28453	The badger sow has been knocked unconscious!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	38	2	39924	The wolf scratches the wombat in the head, tearing the fat and bruising the muscle!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	39	2	39924	The force bends the neck, bruising the skin!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	40	2	39932	The wolf bites the wombat in the lower body, tearing the muscle and bruising the stomach!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	41	2	39933	The wolf charges at the wombat!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	42	2	39933	The wolf collides with the wombat!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	43	2	39933	The wombat is knocked over and tumbles backward!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	44	2	39935	The wombat stands up.
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	45	2	39935	The wolf bites the wombat in the upper body, tearing the muscle and bruising the right lung!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	46	2	39943	The wolf scratches the wombat in the upper body, tearing the fat and bruising the muscle and bruising the left lung!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	47	2	39946	The wolf charges at the wombat!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	48	2	39946	The wolf collides with the wombat!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	49	2	39946	The wombat is knocked over and tumbles backward!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	50	2	39948	The wombat stands up.
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	51	2	39950	The wolf bites the wombat in the left front leg, tearing the muscle!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	52	2	39950	A sensory nerve has been severed!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	53	2	39950	The wolf latches on firmly!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	54	2	39952	The wombat misses the wolf!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	55	2	39957	The wolf bites the wombat in the upper body, tearing the fat and bruising the muscle and bruising the liver!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	56	2	39958	The wombat misses the wolf!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	57	2	39959	The wolf charges at the wombat!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	58	2	39959	The wolf collides with the wombat!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	59	2	39959	The wombat is knocked over and tumbles backward!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	60	2	39961	The wombat stands up.
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	61	2	39961	The wolf bites the wombat in the upper body, tearing the muscle and bruising the liver!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	62	2	39961	The wolf latches on firmly!
20260917-185431	caravan_control	1	41403	847803	225	WOMBAT	63	2	39965	The wombat misses the wolf!
