run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	4	2	20118	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	5	2	20126	The dingo scratches the emu in the beak!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	6	2	20126	A tendon has been torn!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	7	2	20126	The force pulls the head!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	8	2	20133	The dingo scratches the emu in the left foot, denting the skin and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	9	2	20133	The force bends the left ankle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	10	2	20153	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	11	2	20210	The dingo scratches the emu in the right upper leg, tearing the fat and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	12	2	20210	The force bends the right hip!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	13	2	20236	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	14	2	20246	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	15	2	20250	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	16	2	20257	The dingo bites the emu in the left upper leg, denting the skin and bruising the fat!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	17	2	20261	The dingo bites the emu in the right wing, tearing the fat and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	18	2	20269	The dingo bites the emu in the right lower leg, tearing the fat!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	19	2	20512	The dingo bites the emu in the upper body, tearing the fat and bruising the muscle and bruising the right lung!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	20	2	20512	The emu is having trouble breathing!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	21	2	20512	The dingo latches on firmly!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	22	2	20513	The emu breaks the grip of The dingo's teeth from The emu's upper body!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	23	2	20520	The dingo bites the emu in the lower body, denting the skin and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	24	2	20520	The dingo latches on firmly!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	25	2	20522	The emu breaks the grip of the dingo's teeth on The emu's lower body.
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	26	2	20524	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	27	2	20533	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	28	2	20541	The dingo bites the emu in the right foot, tearing the fat and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	29	2	20556	The dingo bites the emu in the lower body, tearing the fat and bruising the muscle and bruising the pancreas!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	30	2	20556	The dingo latches on firmly!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	31	2	20558	The emu breaks the grip of the dingo's teeth on The emu's lower body.
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	32	2	20561	The dingo bites the emu in the right foot, tearing the fat and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	33	2	20561	The dingo latches on firmly!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	34	2	20563	The emu breaks the grip of the dingo's teeth on The emu's right foot.
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	35	2	20568	The dingo bites the emu in the right lower leg, tearing the skin!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	36	2	20584	The dingo scratches the emu in the left upper leg, denting the skin and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	37	2	20584	The force twists the left hip!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	38	2	20592	The dingo scratches the emu in the head, denting the skin and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	39	2	20592	The force twists the neck!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	40	2	20618	The dingo bites the emu in the right lower leg, tearing the fat and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	41	2	20618	The dingo latches on firmly!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	42	2	20619	The emu breaks the grip of The dingo's teeth from The emu's right lower leg!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	43	2	20631	The dingo bites the emu in the left wing, denting the skin and bruising the fat!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	44	2	20641	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	45	2	20652	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	46	2	20662	The dingo bites the emu in the upper body, denting the skin and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	47	2	20666	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	48	2	20673	The dingo attacks the emu but She jumps away!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	49	2	20684	The dingo bites the emu in the upper body, tearing the fat and bruising the muscle and bruising the gizzard!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	50	2	20690	The dingo bites the emu in the left lower leg, tearing the fat and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	51	2	20694	The emu collapses and falls to the ground from over-exertion.
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	52	2	20695	The dingo bites the emu in the upper body, denting the skin and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	53	2	20695	The dingo latches on firmly!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	54	2	20697	The emu breaks the grip of the dingo's teeth on The emu's upper body.
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	55	2	20700	The dingo scratches the emu in the head, tearing the fat and bruising the muscle!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	56	2	20700	The force pulls the neck!
20260917-194520	caravan_depot_lever	1	21673	828073	139	BIRD_EMU	57	2	20711	The dingo bites the emu in the right upper leg, denting the skin!
