run	arm	rep	tick	abs_tick	unit	species	report	year	time	text
20260917-190316	caravan_control	1	29882	836282	195	DINGO	9	2	29625	The dingo attacks the cougar but He jumps away!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	10	2	29631	The dingo attacks the cougar but He jumps away!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	12	2	29641	The dingo misses the cougar!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	20	2	29653	The dingo bites the cougar in the left rear paw, tearing the fat!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	22	2	29661	The dingo scratches the cougar in the head, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	23	2	29661	The cougar has been knocked unconscious!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	24	2	29661	The force twists the neck!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	26	2	29668	The dingo bites the cougar in the head, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	27	2	29668	The dingo latches on firmly!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	31	2	29673	The dingo shakes the cougar around by the head, tearing apart the head's fat!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	32	2	29677	The dingo bites the cougar in the head, tearing the muscle!
20260917-190316	caravan_control	1	29882	836282	195	DINGO	33	2	29677	The dingo latches on firmly!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	5	2	29418	The dingo bites the cougar in the left front paw, tearing the fat!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	6	2	29596	The dingo bites the cougar in the left rear leg, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	7	2	29603	The dingo scratches the cougar in the fifth left front toe, shattering the claw!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	8	2	29603	The force pulls the left front paw, bruising the skin!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	11	2	29635	The dingo attacks the cougar but He jumps away!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	13	2	29645	The dingo bites the cougar in the upper body, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	14	2	29645	The dingo latches on firmly!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	15	2	29646	The cougar misses the dingo!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	16	2	29649	The cougar charges at the dingo!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	17	2	29649	The cougar collides with the dingo!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	18	2	29649	The dingo is knocked over and tumbles backward!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	19	2	29651	The dingo stands up.
20260917-190316	caravan_control	1	29882	836282	196	DINGO	21	2	29653	The dingo bites the cougar in the tail, tearing the fat!
20260917-190316	caravan_control	1	29882	836282	196	DINGO	37	2	29683	The dingo is no longer stunned.
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	5	2	29418	The dingo bites the cougar in the left front paw, tearing the fat!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	6	2	29596	The dingo bites the cougar in the left rear leg, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	7	2	29603	The dingo scratches the cougar in the fifth left front toe, shattering the claw!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	8	2	29603	The force pulls the left front paw, bruising the skin!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	9	2	29625	The dingo attacks the cougar but He jumps away!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	10	2	29631	The dingo attacks the cougar but He jumps away!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	11	2	29635	The dingo attacks the cougar but He jumps away!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	12	2	29641	The dingo misses the cougar!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	13	2	29645	The dingo bites the cougar in the upper body, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	14	2	29645	The dingo latches on firmly!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	15	2	29646	The cougar misses the dingo!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	16	2	29649	The cougar charges at the dingo!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	17	2	29649	The cougar collides with the dingo!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	18	2	29649	The dingo is knocked over and tumbles backward!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	20	2	29653	The dingo bites the cougar in the left rear paw, tearing the fat!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	21	2	29653	The dingo bites the cougar in the tail, tearing the fat!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	22	2	29661	The dingo scratches the cougar in the head, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	23	2	29661	The cougar has been knocked unconscious!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	24	2	29661	The force twists the neck!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	25	2	29662	The cougar falls over.
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	26	2	29668	The dingo bites the cougar in the head, tearing the fat and bruising the muscle!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	27	2	29668	The dingo latches on firmly!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	28	2	29672	The hammerdwarf bashes the cougar in the head with his ({+bismuth bronze war hammer+}), bruising the muscle and fracturing the skull!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	29	2	29672	The force twists the neck, tearing apart the fat and bruising the muscle and tearing apart the upper spine's nervous tissue!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	30	2	29672	A tendon in the upper spine has been torn!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	31	2	29673	The dingo shakes the cougar around by the head, tearing apart the head's fat!
20260917-190316	caravan_control	1	29882	836282	212	COUGAR	32	2	29677	The dingo bites the cougar in the head, tearing the muscle!
