run	arm	rep	tick	abs_tick	id	species	caste	x	y	z	ref6	layer	countdown	vanish	flag_src	flag_nf	dead	inactive	civ	tame	wild
20260916-213602	census	1	16896	823296	133	TOAD_GIANT_CAVE	MALE	15	191	62	23,14,-1,4,-1,11	cavern	20954	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	134	CREEPING_EYE	DEFAULT	26	182	26	24,14,-1,25,-1,25	cavern	26563	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	135	CREEPING_EYE	DEFAULT	26	187	26	24,14,-1,25,-1,25	cavern	22227	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	136	CREEPING_EYE	DEFAULT	28	184	26	24,14,-1,25,-1,25	cavern	29363	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	137	CREEPING_EYE	DEFAULT	25	182	26	24,14,-1,25,-1,25	cavern	20580	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	138	CREEPING_EYE	DEFAULT	28	183	26	24,14,-1,25,-1,25	cavern	25900	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	139	CREEPING_EYE	DEFAULT	28	187	26	24,14,-1,25,-1,25	cavern	27509	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	140	CREEPING_EYE	DEFAULT	29	186	26	24,14,-1,25,-1,25	cavern	23430	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	141	CREEPING_EYE	DEFAULT	27	183	26	24,14,-1,25,-1,25	cavern	24392	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	142	CREEPING_EYE	DEFAULT	28	185	26	24,14,-1,25,-1,25	cavern	26646	0	1	0	0	0	-1	0	1
20260916-213602	census	1	16896	823296	143	CREEPING_EYE	DEFAULT	28	182	26	24,14,-1,25,-1,25	cavern	22656	0	1	0	0	0	-1	0	1
